-219.22,-71.04,0.00,1.00
-215.90,-68.71,0.00,1.00
-217.74,-66.26,0.00,1.00
-218.54,-67.62,0.00,1.00
-218.02,-69.14,0.00,1.00
-218.94,-69.94,0.00,1.00
-217.23,-66.75,0.00,1.00
-218.47,-64.25,0.00,1.00
-215.52,-67.42,0.00,1.00
-219.55,-68.79,0.00,1.00
176.42,-91.07,0.00,1.00
178.47,-86.12,0.00,1.00
181.72,-86.04,0.00,1.00
178.35,-88.92,0.00,1.00
180.05,-89.14,0.00,1.00
178.64,-89.95,0.00,1.00
176.37,-87.73,0.00,1.00
177.24,-87.91,0.00,1.00
177.95,-87.45,0.00,1.00
176.51,-89.58,0.00,1.00
-138.60,213.12,0.00,1.00
-134.03,210.06,0.00,1.00
-134.35,212.66,0.00,1.00
-135.86,215.48,0.00,1.00
-136.85,210.33,0.00,1.00
-135.11,213.39,0.00,1.00
-136.59,214.32,0.00,1.00
-135.79,211.05,0.00,1.00
-139.49,213.61,0.00,1.00
-133.69,214.41,0.00,1.00
-88.67,183.91,0.00,1.00
-91.24,185.42,0.00,1.00
-95.38,180.09,0.00,1.00
-92.10,183.64,0.00,1.00
-93.39,184.09,0.00,1.00
-91.01,183.74,0.00,1.00
-90.86,184.84,0.00,1.00
-92.17,182.27,0.00,1.00
-94.78,186.17,0.00,1.00
-91.33,183.17,0.00,1.00
120.20,145.27,0.00,1.00
121.55,143.47,0.00,1.00
122.42,147.93,0.00,1.00
122.38,144.19,0.00,1.00
118.16,148.71,0.00,1.00
118.24,147.82,0.00,1.00
120.17,144.11,0.00,1.00
119.65,145.42,0.00,1.00
121.48,147.43,0.00,1.00
116.45,145.83,0.00,1.00
183.65,53.67,0.00,1.00
181.30,49.33,0.00,1.00
181.62,53.04,0.00,1.00
187.66,55.43,0.00,1.00
182.37,51.59,0.00,1.00
182.54,52.18,0.00,1.00
181.90,55.37,0.00,1.00
183.07,53.02,0.00,1.00
181.47,54.87,0.00,1.00
183.09,52.86,0.00,1.00
127.92,-234.57,0.00,1.00
128.43,-233.72,0.00,1.00
127.12,-235.08,0.00,1.00
129.95,-233.29,0.00,1.00
126.59,-232.61,0.00,1.00
127.96,-233.99,0.00,1.00
129.20,-233.88,0.00,1.00
125.46,-234.62,0.00,1.00
129.26,-233.18,0.00,1.00
133.12,-234.21,0.00,1.00
-110.36,-70.09,0.00,1.00
-111.13,-66.88,0.00,1.00
-113.74,-66.60,0.00,1.00
-111.33,-67.57,0.00,1.00
-108.26,-66.75,0.00,1.00
-112.07,-67.65,0.00,1.00
-110.97,-68.11,0.00,1.00
-116.18,-66.50,0.00,1.00
-111.71,-67.65,0.00,1.00
-113.26,-65.47,0.00,1.00
45.15,16.99,0.00,1.00
43.33,17.13,0.00,1.00
48.50,16.75,0.00,1.00
39.49,19.47,0.00,1.00
42.63,15.36,0.00,1.00
42.86,19.88,0.00,1.00
42.46,20.93,0.00,1.00
42.13,17.49,0.00,1.00
44.09,14.19,0.00,1.00
43.06,16.18,0.00,1.00
160.43,213.42,0.00,1.00
164.29,213.97,0.00,1.00
161.20,216.37,0.00,1.00
162.52,219.23,0.00,1.00
162.70,211.44,0.00,1.00
163.19,215.90,0.00,1.00
163.67,217.89,0.00,1.00
159.92,212.11,0.00,1.00
165.29,217.80,0.00,1.00
160.60,212.56,0.00,1.00
87.36,148.17,0.00,1.00
88.11,154.59,0.00,1.00
90.79,147.47,0.00,1.00
88.59,147.97,0.00,1.00
86.73,148.94,0.00,1.00
85.54,148.71,0.00,1.00
90.01,150.03,0.00,1.00
84.87,148.67,0.00,1.00
86.83,149.70,0.00,1.00
88.18,151.69,0.00,1.00
79.23,85.69,0.00,1.00
80.53,88.01,0.00,1.00
78.90,89.49,0.00,1.00
76.27,88.51,0.00,1.00
82.20,86.16,0.00,1.00
77.99,83.60,0.00,1.00
80.08,89.44,0.00,1.00
79.40,91.33,0.00,1.00
77.95,88.12,0.00,1.00
80.06,93.82,0.00,1.00
-40.26,136.55,0.00,1.00
-41.95,134.48,0.00,1.00
-43.42,133.79,0.00,1.00
-42.85,134.09,0.00,1.00
-42.59,132.23,0.00,1.00
-40.77,130.61,0.00,1.00
-41.25,134.99,0.00,1.00
-39.35,136.95,0.00,1.00
-39.95,132.96,0.00,1.00
-40.32,137.77,0.00,1.00
105.44,223.01,0.00,1.00
104.77,219.18,0.00,1.00
105.97,221.04,0.00,1.00
101.32,220.87,0.00,1.00
102.32,218.75,0.00,1.00
104.64,220.45,0.00,1.00
104.28,217.80,0.00,1.00
102.96,219.73,0.00,1.00
105.89,221.30,0.00,1.00
102.93,220.94,0.00,1.00
179.17,-160.19,0.00,1.00
178.85,-159.55,0.00,1.00
181.44,-157.74,0.00,1.00
180.17,-157.63,0.00,1.00
179.65,-161.75,0.00,1.00
177.93,-157.96,0.00,1.00
178.89,-160.48,0.00,1.00
179.58,-162.79,0.00,1.00
177.75,-162.14,0.00,1.00
175.59,-159.48,0.00,1.00
64.65,-117.90,0.00,1.00
69.54,-116.18,0.00,1.00
70.00,-118.63,0.00,1.00
66.90,-117.00,0.00,1.00
64.77,-115.35,0.00,1.00
65.68,-117.33,0.00,1.00
68.07,-114.76,0.00,1.00
65.57,-115.53,0.00,1.00
63.18,-113.86,0.00,1.00
66.01,-114.80,0.00,1.00
100.80,193.67,0.00,1.00
102.82,194.00,0.00,1.00
97.73,193.94,0.00,1.00
99.68,195.52,0.00,1.00
100.49,190.35,0.00,1.00
95.65,198.08,0.00,1.00
100.36,193.15,0.00,1.00
99.18,195.35,0.00,1.00
97.91,192.30,0.00,1.00
101.52,195.29,0.00,1.00
27.85,56.39,0.00,1.00
28.60,55.65,0.00,1.00
32.15,55.16,0.00,1.00
29.87,56.30,0.00,1.00
30.15,56.05,0.00,1.00
30.32,57.30,0.00,1.00
29.54,57.17,0.00,1.00
28.30,55.71,0.00,1.00
29.89,55.87,0.00,1.00
31.63,56.18,0.00,1.00
-209.31,65.95,0.00,1.00
-211.25,68.41,0.00,1.00
-210.97,72.77,0.00,1.00
-212.22,66.73,0.00,1.00
-211.35,67.07,0.00,1.00
-208.53,65.96,0.00,1.00
-210.64,68.12,0.00,1.00
-212.18,71.78,0.00,1.00
-210.52,72.24,0.00,1.00
-209.64,67.62,0.00,1.00
121.47,-123.08,0.00,1.00
122.07,-121.27,0.00,1.00
119.51,-122.08,0.00,1.00
125.61,-122.76,0.00,1.00
122.12,-124.25,0.00,1.00
120.64,-121.26,0.00,1.00
120.28,-119.83,0.00,1.00
120.16,-121.89,0.00,1.00
118.08,-124.74,0.00,1.00
124.39,-123.46,0.00,1.00
72.62,22.34,0.00,1.00
65.59,27.11,0.00,1.00
71.49,20.10,0.00,1.00
71.91,18.74,0.00,1.00
68.21,21.64,0.00,1.00
61.81,25.59,0.00,1.00
67.05,21.29,0.00,1.00
68.69,22.20,0.00,1.00
67.54,21.78,0.00,1.00
67.15,23.01,0.00,1.00
201.85,-195.56,0.00,1.00
201.06,-195.50,0.00,1.00
201.18,-199.99,0.00,1.00
202.05,-201.11,0.00,1.00
199.92,-195.29,0.00,1.00
202.65,-198.71,0.00,1.00
202.61,-196.56,0.00,1.00
200.94,-202.45,0.00,1.00
201.30,-194.91,0.00,1.00
199.97,-196.57,0.00,1.00
89.68,-3.95,0.00,1.00
93.72,3.24,0.00,1.00
90.70,0.02,0.00,1.00
93.71,-1.09,0.00,1.00
95.66,-1.92,0.00,1.00
95.78,4.65,0.00,1.00
92.86,1.69,0.00,1.00
94.50,2.65,0.00,1.00
92.40,1.23,0.00,1.00
92.35,1.90,0.00,1.00
-88.49,82.69,0.00,1.00
-87.38,82.12,0.00,1.00
-86.59,79.87,0.00,1.00
-88.47,79.87,0.00,1.00
-88.16,78.70,0.00,1.00
-87.77,76.56,0.00,1.00
-86.38,82.47,0.00,1.00
-88.31,80.01,0.00,1.00
-88.41,75.02,0.00,1.00
-87.01,77.38,0.00,1.00
170.36,-118.36,0.00,1.00
167.31,-120.57,0.00,1.00
168.59,-122.44,0.00,1.00
168.60,-124.65,0.00,1.00
165.10,-123.27,0.00,1.00
171.24,-122.30,0.00,1.00
167.81,-123.64,0.00,1.00
166.86,-120.92,0.00,1.00
160.55,-122.25,0.00,1.00
167.72,-121.56,0.00,1.00
-100.91,-50.15,0.00,1.00
-101.61,-48.38,0.00,1.00
-97.00,-51.41,0.00,1.00
-103.56,-51.94,0.00,1.00
-102.07,-50.76,0.00,1.00
-102.17,-52.06,0.00,1.00
-101.20,-51.36,0.00,1.00
-96.98,-52.22,0.00,1.00
-99.25,-48.53,0.00,1.00
-98.90,-50.93,0.00,1.00
231.06,-221.01,0.00,1.00
231.21,-222.56,0.00,1.00
235.69,-219.46,0.00,1.00
232.36,-219.45,0.00,1.00
232.35,-218.37,0.00,1.00
235.39,-220.28,0.00,1.00
234.74,-221.07,0.00,1.00
230.96,-224.81,0.00,1.00
235.01,-219.90,0.00,1.00
232.19,-221.20,0.00,1.00
11.01,205.11,0.00,1.00
6.18,203.74,0.00,1.00
6.20,204.56,0.00,1.00
8.91,206.88,0.00,1.00
9.34,202.21,0.00,1.00
9.81,201.58,0.00,1.00
4.54,204.87,0.00,1.00
4.62,201.14,0.00,1.00
9.85,207.52,0.00,1.00
6.27,203.68,0.00,1.00
210.15,60.30,0.00,1.00
210.26,58.71,0.00,1.00
210.48,57.45,0.00,1.00
211.18,59.08,0.00,1.00
213.98,59.86,0.00,1.00
211.41,62.85,0.00,1.00
215.33,62.23,0.00,1.00
207.90,62.84,0.00,1.00
207.40,57.34,0.00,1.00
211.54,61.31,0.00,1.00
-92.03,134.63,0.00,1.00
-91.32,138.67,0.00,1.00
-92.49,135.37,0.00,1.00
-91.96,136.48,0.00,1.00
-92.41,139.83,0.00,1.00
-93.63,138.03,0.00,1.00
-92.96,140.31,0.00,1.00
-95.04,136.69,0.00,1.00
-94.65,137.51,0.00,1.00
